"CODDEPTO","DEPARTAMENTO","CODMPIO","MUNICIPIO","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"50","META","50711","VISTAHERMOSA","1,283.2","929.0","1,357.0","3,473.0","4,441.0","2,289.0","3,792.0","1,487.0","745.0","521.0","524.0","908.0","806.0","1,337.0","1,353.2","1,451.3","1,473.1","856.6","488.2","427,3","505.6","513.9","566.4"
"52","NARIÑO","52036","ANCUYA","- 0","- 0","- 0","- 0","43.0","- 0","17.0","2.0","3.0","- 0","- 0","- 0","- 0","3.0","21.0","24.3","45.6","24.6","16.3","14,9","56.1","57.7","40.0"
"52","NARIÑO","52079","BARBACOAS","713.7","2,187.0","2,767.0","1,469.0","1,920.0","1,460.0","1,586.0","3,080.0","2,928.0","3,433.0","3,193.0","1,815.0","1,511.0","1,330.0","2,453.5","3,359.4","4,590.5","3,516.3","3,138.1","2.569,4","3,463.2","3,773.1","4,367.8"
"52","NARIÑO","52110","BUESACO","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","4.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"52","NARIÑO","52207","CONSACÁ","- 0","- 0","- 0","- 0","5.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"52","NARIÑO","52210","CONTADERO","2.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"52","NARIÑO","52215","CÓRDOBA","1.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"52","NARIÑO","52227","CUMBAL","- 0","- 0","- 0","- 0","- 0","2.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"52","NARIÑO","52233","CUMBITARA","3.0","140.0","301.0","127.2","329.0","483.0","452.0","250.0","451.0","221.0","194.0","97.0","115.0","107.0","209.5","527.3","666.8","778.2","684.4","504","1,387.8","1,211.7","1,164.3"
"52","NARIÑO","52250","EL CHARCO","984.5","798.0","699.0","649.0","741.0","741.0","1,728.0","2,202.0","1,130.0","748.0","1,080.0","702.0","1,020.0","1,263.0","1,417.8","2,819.9","4,630.7","5,147.7","5,318.3","4.674","8,952.4","8,694.7","9,258.0"
"52","NARIÑO","52254","EL PEÑOL","- 0","- 0","- 0","- 0","- 0","- 0","91.0","- 0","19.0","86.0","- 0","- 0","1.0","23.0","34.9","51.2","97.3","55.8","50.4","36,6","79.4","72.6","66.0"
"52","NARIÑO","52256","EL ROSARIO","28.2","102.0","230.0","221.0","508.0","372.0","434.0","273.0","290.0","253.0","203.0","169.0","127.0","133.0","244.6","573.9","765.4","842.5","782.2","659,1","1,576.8","1,463.4","1,470.1"
"52","NARIÑO","52260","EL TAMBO","- 0","- 0","- 0","- 0","7.0","- 0","13.0","2.0","4.0","65.0","- 0","- 0","1.0","20.0","114.3","97.6","176.3","98.5","60.1","47,7","115.6","98.9","50.9"
"52","NARIÑO","52520","FRANCISCO PIZARRO (Salahonda)","37.4","45.0","16.0","107.0","153.0","192.0","501.0","407.0","189.0","189.0","207.0","59.0","61.0","66.0","91.8","157.4","258.1","304.8","347.5","316,4","501.5","537.7","563.9"
"52","NARIÑO","52356","IPIALES","1,130.5","350.0","212.0","520.0","629.0","357.0","123.0","215.0","192.0","139.0","247.0","162.0","370.0","664.0","887.5","1,132.1","1,273.7","928.5","1,204.2","967,3","1,282.1","1,815.8","1,974.5"
"52","NARIÑO","52381","LA FLORIDA","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","3.0","30.1","51.4","84.0","39.9","22.7","14,3","40.9","55.7","35.5"
"52","NARIÑO","52385","LA LLANADA","- 0","12.0","5.9","- 0","1.0","4.0","- 0","7.0","35.0","24.0","3.0","5.0","3.0","28.0","53.4","83.8","146.5","142.5","103.9","86,5","142.4","139.4","130.8"
"52","NARIÑO","52390","LA TOLA","15.0","29.0","1.9","94.0","27.0","75.0","184.0","164.0","465.0","139.0","63.0","31.0","41.0","78.0","120.4","119.8","292.3","280.4","279.5","263,2","661.2","527.1","619.8"
"52","NARIÑO","52405","LEIVA","10.0","- 0","41.0","40.0","58.0","- 0","185.0","66.0","24.0","36.0","35.0","7.0","2.0","11.0","39.7","212.8","279.2","290.2","272.0","273,5","642.5","580.1","618.6"
"52","NARIÑO","52411","LINARES","- 0","- 0","- 0","- 0","43.0","- 0","22.0","5.0","11.0","96.0","15.0","100.0","52.0","122.0","262.5","284.7","558.1","504.7","419.6","368,3","568.6","544.8","503.5"
"52","NARIÑO","52418","LOS ANDES (Sotomayor)","- 0","- 0","- 0","- 0","- 0","1.0","81.0","2.0","18.0","103.0","33.0","26.0","55.0","93.0","166.3","177.6","364.4","295.0","261.9","202,5","446.1","386.4","339.8"
"52","NARIÑO","52427","MAGÜÍ (Payán)","1,693.6","2,398.0","3,532.0","2,175.0","2,139.0","1,002.0","2,593.0","2,240.0","1,323.0","1,207.0","1,563.0","494.0","478.0","586.0","862.0","1,273.2","1,717.0","2,023.6","2,148.2","2.123","3,363.2","3,748.0","4,003.3"
"52","NARIÑO","52435","MALLAMA (Piedrancha)","- 0","- 0","0.1","- 0","- 0","- 0","1.0","3.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","1.2","18.1","16.3","13,2","20.8","18.0","23.5"
"52","NARIÑO","52473","MOSQUERA","34.0","119.0","55.0","289.0","38.0","34.0","188.0","140.0","129.0","84.0","222.0","76.0","115.0","118.0","159.1","239.9","218.4","227.3","199.7","249,9","474.1","376.2","429.0"
"52","NARIÑO","52490","OLAYA HERRERA (Bocas de Satinga)","14.0","690.0","506.0","575.0","517.0","870.0","1,972.0","1,286.0","1,452.0","612.0","1,104.0","712.0","719.0","1,445.0","2,173.0","2,572.7","3,355.5","3,504.6","3,561.9","2.898,1","6,040.6","4,994.2","5,530.9"
"52","NARIÑO","52540","POLICARPA","15.0","29.0","215.0","236.0","212.0","545.0","773.0","221.0","389.0","235.0","202.0","165.0","301.0","199.0","326.1","733.3","960.4","936.4","794.3","646,2","1,471.9","1,291.9","1,368.4"
"52","NARIÑO","52573","PUERRES","1.0","1.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"52","NARIÑO","52612","RICAURTE","8.0","23.0","15.9","93.0","1.0","52.0","53.0","6.0","67.0","75.0","68.0","61.0","106.0","93.0","125.8","333.0","784.2","808.6","640.9","565,3","839.1","810.1","846.6"
"52","NARIÑO","52621","ROBERTO PAYÁN (San José)","1,048.2","2,361.0","3,509.0","2,409.0","2,265.0","1,011.0","2,896.0","2,336.0","1,539.0","1,585.0","2,058.0","460.0","858.0","1,147.0","1,938.2","2,404.3","2,733.7","2,852.9","2,990.2","2.940,5","3,059.4","4,869.7","5,407.8"
"52","NARIÑO","52678","SAMANIEGO","- 0","5.0","8.9","- 0","7.0","46.0","24.0","120.0","281.0","531.0","551.0","226.0","336.0","402.0","742.7","1,394.6","869.3","856.9","701.6","576,4","773.9","676.8","757.9"
"52","NARIÑO","52693","SAN PABLO","- 0","- 0","3.9","- 0","- 0","1.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"52","NARIÑO","52683","SANDONÁ","- 0","- 0","- 0","- 0","15.0","11.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","1.0","4.6","8.3","16.1","8.8","7.0","7,3","22.6","34.0","16.0"
"52","NARIÑO","52696","SANTA BÁRBARA (Iscuandé)","232.7","258.0","274.0","345.0","213.0","1,303.0","700.0","706.0","802.0","615.0","587.0","294.0","279.0","368.0","283.7","785.3","530.2","560.3","486.3","426,8","1,595.1","1,571.4","1,650.1"
"52","NARIÑO","52699","SANTA CRUZ (Guachavés)","- 0","- 0","- 0","- 0","- 0","- 0","- 0","14.0","4.0","11.0","10.0","3.0","14.0","19.0","33.0","61.8","803.1","809.6","626.3","474,3","829.9","677.5","753.5"
"52","NARIÑO","52835","TUMACO","1,421.4","5,585.0","5,234.0","4,806.0","4,004.0","7,045.0","5,642.0","5,865.0","4,682.0","5,464.0","5,593.0","5,065.0","6,612.0","8,963.0","16,960.2","23,148.0","19,516.9","16,046.9","11,830.3","8.832,9","18,109.1","20,719.9","22,999.6"
"54","NORTE DE SANTANDER","54003","ÁBREGO","- 0","- 0","- 0","7.0","- 0","- 0","- 0","- 0","8.0","- 0","15.0","20.0","13.0","17.0","22.1","24.0","65.5","73.3","84.4","114,5","88.8","87.4","82.3"
"54","NORTE DE SANTANDER","54109","BUCARASICA","- 0","- 0","20.0","- 0","- 0","3.0","2.0","3.0","- 0","- 0","6.0","5.0","3.0","3.0","- 0","- 0","3.8","10.6","18.5","41,2","4.9","15.9","6.0"
"54","NORTE DE SANTANDER","54128","CÁCHIRA","- 0","- 0","- 0","- 0","- 0","- 0","2.0","71.0","51.0","37.0","164.0","38.0","16.0","15.0","10.3","15.4","- 0","- 0","- 0","0","- 0","- 0","- 0"
"54","NORTE DE SANTANDER","54206","CONVENCIÓN","13.4","33.0","39.0","181.0","15.0","15.0","41.0","54.0","225.0","68.0","180.0","356.0","999.0","553.0","855.9","890.6","1,315.7","1,686.7","2,018.0","2.307,9","2,004.5","1,914.6","2,034.4"
"54","NORTE DE SANTANDER","54001","CÚCUTA","34.1","47.0","43.1","17.0","- 0","- 0","- 0","1.0","38.0","10.0","32.0","38.0","61.0","33.0","56.0","281.0","323.1","316.9","368.8","373","478.9","426.8","492.5"
"54","NORTE DE SANTANDER","54245","EL CARMEN","4.4","24.0","102.0","212.0","- 0","5.0","58.0","285.0","215.0","86.0","212.0","222.0","871.0","436.0","568.8","664.3","758.4","702.2","1,156.8","1.181,9","887.6","817.8","875.0"
"54","NORTE DE SANTANDER","54250","EL TARRA","589.6","524.0","544.0","783.0","219.0","104.0","764.0","480.0","314.0","217.0","410.0","566.0","662.0","809.0","2,074.5","3,682.7","4,300.6","4,916.6","5,724.8","5.916,4","6,248.1","6,390.5","6,864.2"
"54","NORTE DE SANTANDER","54261","EL ZULIA","13.4","36.0","26.1","22.0","- 0","- 0","- 0","17.0","10.0","2.0","41.0","18.0","25.0","13.0","14.1","94.1","134.1","152.0","167.7","160,9","220.2","199.2","189.4"
"54","NORTE DE SANTANDER","54344","HACARÍ","21.7","9.0","14.7","74.0","30.0","15.0","- 0","- 0","- 0","1.0","48.0","59.0","51.0","103.0","152.5","214.9","386.8","402.7","584.0","572,5","531.9","580.9","824.4"
"54","NORTE DE SANTANDER","54385","LA ESPERANZA","- 0","1.0","- 0","- 0","- 0","- 0","64.0","121.0","73.0","61.0","92.0","45.0","30.0","7.0","8.8","11.9","2.0","2.4","5.1","4,9","4.7","- 0","- 0"
"54","NORTE DE SANTANDER","54398","LA PLAYA","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","1.0","- 0","26.0","4.0","- 0","15.0","5.4","6.1","25.6","26.8","42.4","32,7","26.0","26.8","29.7"
"54","NORTE DE SANTANDER","54418","LOURDES","- 0","- 0","5.0","- 0","- 0","3.0","- 0","- 0","- 0","- 0","3.0","1.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"54","NORTE DE SANTANDER","54498","OCAÑA","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","1.0","4.0","7.0","9.0","10.6","42.1","47.7","17,6","24.2","16.5","9.4"
"54","NORTE DE SANTANDER","54670","SAN CALIXTO","19.6","9.0","13.3","136.0","25.0","13.0","34.0","62.0","42.0","- 0","66.0","134.0","208.0","181.0","736.5","445.0","640.3","765.3","1,130.2","1.206,8","965.9","959.3","1,173.9"
"54","NORTE DE SANTANDER","54720","SARDINATA","586.1","793.0","864.0","158.0","47.0","26.0","93.0","463.0","245.0","193.0","1,125.0","723.0","837.0","1,078.0","865.9","3,847.4","4,112.4","5,487.3","6,516.0","4.603","5,135.0","4,727.4","4,299.8"
"54","NORTE DE SANTANDER","54800","TEORAMA","679.2","217.0","393.0","200.0","84.0","42.0","186.0","296.0","509.0","271.0","298.0","628.0","663.0","680.0","1,770.2","1,856.7","2,479.6","2,916.0","3,953.8","4.216,6","3,714.9","3,790.4","3,956.3"
"54","NORTE DE SANTANDER","54810","TIBÚ","9,677.5","6,340.0","2,398.0","1,266.0","424.0","262.0","702.0","1,033.0","982.0","943.0","772.0","1,658.0","1,905.0","2,997.0","4,379.1","12,787.4","13,685.7","16,096.7","19,892.7","19.333,9","22,229.6","22,081.5","23,029.7"
"86","PUTUMAYO","86001","MOCOA","112.0","122.0","91.0","27.0","69.0","145.0","142.0","97.0","37.0","15.0","48.0","107.0","49.0","105.0","106.9","111.2","76.2","70.1","77.1","18,2","45.0","91.6","109.4"
"86","PUTUMAYO","86320","ORITO","7,629.2","1,442.0","352.0","516.0","523.0","1,153.0","1,740.0","1,269.0","583.0","556.0","1,086.0","428.0","784.0","1,639.0","2,189.8","2,987.9","3,969.9","3,949.3","3,073.3","2.212,6","4,421.9","8,085.6","8,731.7"
"86","PUTUMAYO","86568","PUERTO ASÍS","8,679.6","2,898.0","1,527.0","543.0","1,414.0","2,509.0","4,531.0","2,627.0","1,225.0","1,551.0","2,735.0","1,463.0","2,150.0","4,437.0","6,052.0","7,453.4","9,664.6","7,657.9","6,809.7","5.701,6","7,469.9","11,504.0","11,726.0"
"86","PUTUMAYO","86569","PUERTO CAICEDO","2,340.0","709.0","210.0","141.0","330.0","547.0","929.0","449.0","326.0","281.0","854.0","526.0","682.0","1,046.0","1,481.2","1,782.1","2,998.4","2,905.0","2,616.6","1.929,3","2,727.8","4,658.1","4,882.6"
"86","PUTUMAYO","86571","PUERTO GUZMÁN","4,184.8","2,494.0","2,297.0","1,050.0","1,928.0","2,118.0","1,827.0","1,077.0","794.0","623.0","1,413.0","656.0","624.0","915.0","1,298.7","1,584.8","2,029.9","2,014.1","1,749.9","1.063,8","1,457.5","2,724.4","2,764.7"
"86","PUTUMAYO","86573","PUERTO LEGUÍZAMO","3,831.3","3,187.0","1,454.0","1,275.0","2,546.0","2,562.0","1,530.0","1,653.0","1,150.0","1,044.0","1,696.0","1,218.0","1,077.0","1,276.0","1,804.8","1,992.4","1,404.0","1,104.1","1,651.8","1.390,1","1,924.4","4,285.5","3,900.3"
"86","PUTUMAYO","86757","SAN MIGUEL (La Dorada)","4,041.3","903.0","600.0","194.4","661.0","756.0","867.0","481.0","263.0","136.0","499.0","416.0","659.0","1,094.0","2,338.2","3,128.4","3,553.7","3,329.1","3,752.4","3.603,7","4,106.2","6,440.0","6,723.4"
"86","PUTUMAYO","86760","SANTIAGO","11.0","8.0","- 0","- 0","3.0","6.0","- 0","8.0","3.0","3.0","- 0","2.0","4.0","6.0","4.6","5.3","- 0","- 0","- 0","0","- 0","- 0","- 0"
"86","PUTUMAYO","86865","VALLE DEL GUAMUEZ (La Hormiga)","9,269.3","1,553.0","850.0","471.0","1,033.0","1,896.0","2,334.0","1,319.0","583.0","335.0","1,010.0","644.0","1,093.0","2,050.0","3,660.1","4,885.8","4,132.4","3,362.8","3,539.5","3.354","4,694.4","7,958.6","9,192.6"
"86","PUTUMAYO","86885","VILLAGARZÓN","952.1","410.0","178.0","169.0","456.0","561.0","913.0","678.0","353.0","241.0","611.0","688.0","545.0","1,041.0","1,131.4","1,231.1","1,759.9","2,015.3","1,702.7","712,9","1,358.2","2,286.6","2,312.1"
"68","SANTANDER","68020","ALBANIA","- 0","5.0","- 0","2.1","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68092","BETULIA","- 0","- 0","- 0","62.0","54.0","10.0","35.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68101","BOLÍVAR","92.6","101.0","307.0","487.0","393.0","284.0","742.0","690.0","272.0","165.0","159.0","30.0","28.0","5.0","4.6","14.6","6.8","3.6","- 0","0","3.0","6.0","15.7"
"68","SANTANDER","68176","CHIMA","- 0","10.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68190","CIMITARRA","26.9","120.0","96.0","157.0","84.0","66.0","100.0","330.0","159.0","106.0","45.0","9.0","2.0","- 0","- 0","- 0","3.0","1.6","- 0","0","4.7","6.4","2.2"
"68","SANTANDER","68209","CONFINES","- 0","1.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68211","CONTRATACIÓN","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","5.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68235","EL CARMEN","- 0","18.0","- 0","- 0","3.0","8.0","4.0","3.0","17.0","- 0","- 0","2.0","- 0","- 0","1.2","4.9","4.5","2.8","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68250","EL PEÑÓN","3.0","- 0","18.3","24.0","21.0","32.0","8.0","36.0","23.0","14.0","3.0","- 0","- 0","1.0","- 0","- 0","- 0","2.2","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68255","EL PLAYÓN","- 0","- 0","- 0","- 0","- 0","- 0","- 0","10.0","14.0","12.0","60.0","2.0","5.0","5.0","2.6","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68271","FLORIÁN","- 0","- 0","8.9","7.0","- 0","6.0","6.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68322","GUAPOTÁ","- 0","- 0","- 0","1.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68324","GUAVATÁ","- 0","- 0","- 0","14.3","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68377","LA BELLEZA","22.1","25.0","25.6","96.0","73.0","96.0","53.0","94.0","72.0","31.0","77.0","7.0","3.0","1.0","- 0","- 0","- 0","- 0","- 0","0","- 0","2.9","10.3"
"68","SANTANDER","68397","LA PAZ","- 0","- 0","5.0","1.0","- 0","- 0","- 0","- 0","10.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68385","LANDÁZURI","12.7","43.0","0.9","23.2","77.0","107.0","63.0","126.0","75.0","78.0","34.0","14.0","1.0","1.0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68524","PALMAS DEL SOCORRO","- 0","1.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68573","PUERTO PARRA","- 0","19.0","2.8","5.0","28.0","16.0","44.0","41.0","21.0","27.0","16.0","5.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68615","RIONEGRO","- 0","1.0","- 0","- 0","- 0","- 0","- 0","3.0","21.0","23.0","51.0","2.0","5.0","2.0","2.0","2.2","5.7","- 0","1.2","1,4","- 0","- 0","- 0"
"68","SANTANDER","68655","SABANA DE TORRES","- 0","- 0","- 0","- 0","- 0","- 0","8.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68689","SAN VICENTE DE CHUCURÍ","- 0","- 0","- 0","18.8","27.0","4.0","23.0","- 0","1.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68720","SANTA HELENA DEL OPÓN","- 0","45.0","18.0","21.0","2.0","7.0","14.0","2.0","38.0","48.0","35.0","5.0","3.0","2.0","4.9","10.8","3.9","6.2","1.2","1,7","2.4","- 0","- 0"
"68","SANTANDER","68745","SIMACOTA","- 0","19.0","33.0","20.0","1.0","7.0","13.0","7.0","5.0","35.0","10.0","1.0","1.0","- 0","- 0","4.7","6.1","4.1","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68755","SOCORRO","- 0","2.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68773","SUCRE","3.0","55.0","109.0","173.0","199.0","205.0","204.0","449.0","191.0","95.0","86.0","31.0","26.0","7.0","3.4","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"68","SANTANDER","68861","VÉLEZ","- 0","- 0","7.3","12.2","19.0","18.0","8.0","- 0","29.0","39.0","19.0","2.0","3.0","1.0","2.0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"76","VALLE DEL CAUCA","76100","BOLÍVAR","- 0","- 0","- 0","1.0","18.0","75.0","2.0","17.0","1.0","15.0","52.0","14.0","23.0","5.0","16.2","31.2","75.4","80.9","17.4","24,8","77.4","156.2","116.8"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","186.4","66.0","32.0","44.0","10.0","149.0","400.0","1,651.0","794.0","558.0","842.0","422.0","338.0","539.0","627.9","680.5","1,030.2","987.2","918.5","907,8","1,273.7","1,301.2","1,345.7"
"76","VALLE DEL CAUCA","76001","CALI","- 0","- 0","- 0","- 0","- 0","- 0","- 0","2.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"76","VALLE DEL CAUCA","76126","CALIMA (El Darién)","- 0","- 0","5.0","- 0","- 0","57.0","51.0","386.0","134.0","92.0","73.0","46.0","31.0","16.0","24.4","33.6","43.6","44.9","14.5","13,6","45.1","48.8","45.1"
"76","VALLE DEL CAUCA","76233","DAGUA","- 0","34.0","- 0","- 0","- 0","- 0","- 0","8.0","- 0","- 0","14.0","- 0","6.0","1.0","3.1","3.0","45.8","36.6","58.6","38,7","33.9","48.9","58.9"
"76","VALLE DEL CAUCA","76364","JAMUNDÍ","- 0","11.0","- 0","- 0","- 0","- 0","- 0","25.0","- 0","- 0","- 0","- 0","- 0","- 0","18.4","3.6","61.6","116.9","1,319.9","953","1,159.5","1,083.9","1,795.3"
"76","VALLE DEL CAUCA","76834","TULUÁ","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","4.8","4.0","- 0","0","- 0","- 0","- 0"
"97","VAUPÉS","97161","CARURÚ","1,279.8","1,125.0","827.0","638.0","386.0","189.0","157.0","168.0","63.0","60.0","100.0","105.0","125.0","92.0","31.0","96.7","105.5","64.7","26.0","39,3","28.8","17.1","14.0"
"97","VAUPÉS","97001","MITÚ","380.5","269.0","230.0","389.0","262.0","259.0","125.0","331.0","190.0","424.0","111.0","125.0","54.0","16.0","1.6","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"97","VAUPÉS","97511","PACOA (Cor. Departamental)","36.4","20.0","35.0","- 0","1.0","3.0","16.0","27.0","78.0","183.0","60.0","15.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"97","VAUPÉS","97777","PAPUNAUA (Cor. Departamental)","73.0","58.0","7.9","33.0","21.0","9.0","5.0","26.0","15.0","27.0","1.0","6.0","4.0","1.0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"97","VAUPÉS","97666","TARAIRA","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","1.0","14.0","5.0","1.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"97","VAUPÉS","97889","YAVARATÉ (Cor. Departamental)","1.0","14.0","57.0","23.7","1.0","- 0","4.0","5.0","4.0","13.0","- 0","2.0","1.0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"99","VICHADA","99773","CUMARIBO","7,943.2","4,846.0","3,758.0","4,629.0","7,599.0","5,470.0","7,109.0","3,128.0","3,093.0","2,705.0","2,234.0","1,234.0","710.0","507.0","683.1","699.2","652.7","550.0","245.3","121","310.8","282.7","343.3"
"99","VICHADA","99524","LA PRIMAVERA","122.7","63.0","60.0","63.0","227.0","53.0","108.0","46.0","35.0","38.0","30.0","8.0","3.0","4.0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
"99","VICHADA","99624","SANTA ROSALÍA","- 0","- 0","- 0","- 0","- 0","- 0","1.0","- 0","12.0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","- 0","0","- 0","- 0","- 0"
